/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2025-12-04__Как_трафикSMM-агентству_выйти_на_30_млн+_убыточные_модели_и_ключевые_факторы_усп.txt	IJRJccZEr34	4168	Агентский-бизнес	Агентский-бизнес-и-масштабирование	Как трафик/SMM-агентству выйти на 30 млн+: убыточные модели и ключевые факторы успеха
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2025-12-24__Чем_заняться_digital-агентству,_пока_все_едят_оливье.txt	tkC6wOs4Gy8		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Чем заняться digital-агентству, пока все едят оливье?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2024-05-02__Как_перейти_из_фриланса_в_агентство.txt	ueUn-Drl198		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Как перейти из фриланса в агентство?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2024-05-03__Маржинальность_агентского_бизнеса_много_ли_можно_заработать.txt	ZtPitYZo7z4		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Маржинальность агентского бизнеса: много ли можно заработать?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2024-03-18__Из_фриланса_в_агентство_первые_шаги_и_топ-3_ошибки.txt	CJXL2NRsuXg		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Из фриланса в агентство: первые шаги и топ-3 ошибки
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2026-05-27__Кейс-интервью_реферальная_сеть_с_оборотом_500_млн_₽_через_обучение_аудитории_и_р.txt	031t4eMvPtk	3380	Агентский-бизнес	Партнёрка-и-реферальные-сети	Кейс-интервью: реферальная сеть с оборотом 500 млн ₽ через обучение аудитории и регистрацию клиентов агентства
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2024-03-15__Фриланс_VS_открытие_маркетингового_агентства._Плюсы_и_минусы.txt	3iwJHfWuhWE		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Фриланс VS открытие маркетингового агентства. Плюсы и минусы
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2024-03-25__Как_открыть_агентство_пошаговый_алгоритм_действий.txt	jhoqYjrisE8		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Как открыть агентство: пошаговый алгоритм действий
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Агентский-бизнес/2025-12-24__Стратегия_выживания_агентства_как_пройти_праздники_с_прибылью_и_планом_роста.txt	jzyJXxG4WhE		Агентский-бизнес	Агентский-бизнес-и-масштабирование	Стратегия выживания агентства: как пройти праздники с прибылью и планом роста
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-08-13__Автоматизация_создания_контента_через_нейросети_и_SMMplanner.txt	htvR0uJclpA	3864	SMM-и-соцсети	SMM-и-соцсети	Автоматизация создания контента через нейросети и SMMplanner
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-11-27__Топ_воронки_таргета_VK_свежие_кейсы_2025_(косметология,_B2B-карго,_товарка).txt	eYaufg6sdiU	6045	SMM-и-соцсети	VK-реклама-и-таргет	Топ воронки таргета VK: свежие кейсы 2025 (косметология, B2B-карго, товарка)
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-09-25__Как_data-driven_подход_и_сквозная_аналитика_сократили_CPL_почти_в_4_раза_после_о.txt	64OarXGR7lI	6410	SMM-и-соцсети	Сквозная-аналитика-и-атрибуция	Как data-driven подход и сквозная аналитика сократили CPL почти в 4 раза после отмены льготной ипотеки
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-06-05__Инфлюенс-маркетинг_без_боли_как_работать_со_100+_блогерами_и_не_сойти_с_ума.txt	R-37vWm-e0M	6934	SMM-и-соцсети	Инфлюенс-маркетинг-и-посевы	Инфлюенс-маркетинг без боли: как работать со 100+ блогерами и не сойти с ума
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-11-27__VK_AdBlogger_посевы_и_авторский_заказ,_поиск_рабочих_связок_креатива_и_сообществ.txt	eYaufg6sdiU	3460	SMM-и-соцсети	Инфлюенс-маркетинг-и-посевы	VK AdBlogger: посевы и авторский заказ, поиск рабочих связок креатива и сообщества
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-09-09__Автоматизация_работы_с_отзывами_и_репутацией_на_картах_и_геосервисах_с_помощью_И.txt	5W_2AvSVI7c	3880	SMM-и-соцсети	Геосервисы-Карты-2ГИС	Автоматизация работы с отзывами и репутацией на картах и геосервисах с помощью ИИ
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-02-19__Как_изменился_брендовый_SMM_ВКонтакте_и_как_стать_№1_в_нише.txt	8fiLpwBfvKo	4783	SMM-и-соцсети	VK-реклама-и-таргет	Как изменился брендовый SMM ВКонтакте и как стать №1 в нише
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2024-09-10__Как_увеличить_вовлеченность_аудитории_в_социальных_сетях.txt	32kw2oB5S3k		SMM-и-соцсети	SMM-и-соцсети	Как увеличить вовлеченность аудитории в социальных сетях?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-05-25__Сколько_стоят_инфлюенсеры_как_оптимизировать_стоимость_закупки_блогеров.txt	D5L2zfPmss0	5539	SMM-и-соцсети	Инфлюенс-маркетинг-и-посевы	Сколько стоят инфлюенсеры: как оптимизировать стоимость закупки блогеров
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-02-17__Как_догревать_аудиторию_через_соцсети,_контент_и_сайты.txt	ElZriPa_Ra0	2707	SMM-и-соцсети	Конверсия-и-путь-клиента	Как догревать аудиторию через соцсети, контент и сайты
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2024-09-06__Частые_ошибки_бизнеса_при_продвижении_в_социальных_сетях.txt	RXP9_F7RJTI		SMM-и-соцсети	SMM-и-соцсети	Частые ошибки бизнеса при продвижении в социальных сетях
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-06-03__Как_масштабировать_ВК_для_премиум-авто_15_687_подписчиков_за_90_дней,_разбор_нер.txt	-dMt6AhJ8eA	5710	SMM-и-соцсети	Авто-и-дилеры	Как масштабировать ВК для премиум-авто: 15 687 подписчиков за 90 дней, разбор нерабочих гипотез и пересмотр стратегии под нужные KPI
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-02-19__Инструменты_инфлюенс-маркетинга_ВК_для_запуска_рекламы_к_праздникам.txt	8fiLpwBfvKo	398	SMM-и-соцсети	Инфлюенс-маркетинг-и-посевы	Инструменты инфлюенс-маркетинга ВК для запуска рекламы к праздникам
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-09-11__VK_Ads_162_связки_для_завода_газоблоков,_конверсия_75%_и_заявка_2200_руб.txt	r9mg1VUBZuI	5180	SMM-и-соцсети	Производство-и-стройматериалы	VK Ads: 162 связки для завода газоблоков, конверсия 75% и заявка 2200 руб
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-11-27__Креативный_контент_против_баннерной_слепоты_кейсы_для_некреативных_ниш.txt	eYaufg6sdiU	1782	SMM-и-соцсети	Креативы-и-баннерная-слепота	Креативный контент против баннерной слепоты: кейсы для некреативных ниш
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-08-07__Визуальные_креативы_для_таргетированной_рекламы_через_нейросети.txt	jsBUj75fHaA	3809	SMM-и-соцсети	Креативы-и-баннерная-слепота	Визуальные креативы для таргетированной рекламы через нейросети
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-11-27__Вертикальные_видео_главный_инструмент_перформанс-рекламы_креативы,_аукцион,_масш.txt	eYaufg6sdiU	216	SMM-и-соцсети	Креативы-и-баннерная-слепота	Вертикальные видео — главный инструмент перформанс-рекламы: креативы, аукцион, масштабирование бюджета
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-03-04__Что_делать_во_ВКонтакте,_если_у_тебя_завод_Инструкция_по_развитию_соцсетей_в_B2B.txt	ZHl6bM3nr1U	4127	SMM-и-соцсети	Производство-и-стройматериалы	Что делать во ВКонтакте, если у тебя завод? Инструкция по развитию соцсетей в B2B
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2024-09-12__Зачем_бизнесу_присутствовать_в_соцсетях.txt	RvCvtGM7VWE		SMM-и-соцсети	SMM-и-соцсети	Зачем бизнесу присутствовать в соцсетях?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-04-28__VK_AdBlogger_на_результат_посевы_и_авторский_заказ,_подбор_пабликов_через_фильтр.txt	Faa-qqo6CPc	4037	SMM-и-соцсети	Инфлюенс-маркетинг-и-посевы	VK AdBlogger на результат: посевы и авторский заказ, подбор пабликов через фильтры и фильтр по РКН, планирование РК под этапы воронки, замер эффективности метками и разбор кейсов размещений
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2026-04-14__Универсальная_связка_VK_Реклама_+_чат-бот_как_отсеивать_холодный_трафик_и_растит.txt	5w7ROfd3oqs	1899	SMM-и-соцсети	VK-реклама-и-таргет	Универсальная связка «VK Реклама + чат-бот»: как отсеивать холодный трафик и растить квал-лиды
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/SMM-и-соцсети/2025-09-25__Контент,_рассылки_и_персонализированная_реклама_для_продажи_дорогой_техники_авто.txt	64OarXGR7lI	8118	SMM-и-соцсети	Авто-и-дилеры	Контент, рассылки и персонализированная реклама для продажи дорогой техники: автотематика
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Маркировка-и-право/2026-06-04__Новые_правовые_требования_2026_рекламный_сбор_3%,_запрет_англицизмов,_согласия_и.txt	aB8omP1rY8I	279	Маркировка-и-право	Маркировка-и-право	Новые правовые требования 2026: рекламный сбор 3%, запрет англицизмов, согласия и документы на лендинге, переписка с клиентами в мессенджерах
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Маркировка-и-право/2026-04-09__Как_расти_в_новых_условиях_чек-лист_юридической_гигиены_(маркировка,_зарегистрир.txt	Nb4Xelw1AN4	3949	Маркировка-и-право	Маркировка-и-право	Как расти в новых условиях: чек-лист юридической гигиены (маркировка, зарегистрированные каналы, согласия на данные, язык) и перераспределение бюджета
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Маркировка-и-право/2024-04-03__Все_о_правилах_маркировки_в_Telegram.txt	JGuBLaMWleo		Маркировка-и-право	Маркировка-и-право	Все о правилах маркировки в Telegram
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Маркировка-и-право/2026-04-09__Что_происходит_с_Telegram_и_как_работать_в_рамках_закона_маркировка,_персональны.txt	Nb4Xelw1AN4	29	Маркировка-и-право	Маркировка-и-право	Что происходит с Telegram и как работать в рамках закона: маркировка, персональные данные, регистрация каналов в РКН, приоритет русского языка
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-01-29__Какие_креативы_оставить_в_прошлом,_чтобы_не_сливать_бюджет_в_2026.txt	rfQlbDek548	0	Стратегия-и-тренды	Креативы-и-баннерная-слепота	Какие креативы оставить в прошлом, чтобы не сливать бюджет в 2026
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-02-05__Наружная_реклама_Яндекса_в_Директе_форматы,_охват,_закупка.txt	oKmyco1cTfs	126	Стратегия-и-тренды	Наружка-и-DOOH	Наружная реклама Яндекса в Директе: форматы, охват, закупка
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-24__Рабочая_стратегия_интернет-маркетинга_в_сложных_нишах_Удивляй._Прогревай._Продав.txt	I7H9ANNBXHk	4785	Стратегия-и-тренды	Конверсия-и-путь-клиента	Рабочая стратегия интернет-маркетинга в сложных нишах: Удивляй. Прогревай. Продавай.
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2024-05-10__С_какими_нишами_не_стоит_заходить_в_контекст.txt	C_0UQjbQAV0		Стратегия-и-тренды	Контекст-и-Яндекс-Директ	С какими нишами не стоит заходить в «контекст»?
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-09__Маршрут_к_покупателю_как_геосервисы_(медийная_реклама_в_Картах)_помогают_офлайн-.txt	n3DFlyOiTxc	5786	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Маршрут к покупателю: как геосервисы (медийная реклама в Картах) помогают офлайн- и онлайн-бизнесам находить клиентов
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-03-17__ИИ_для_контекстной_рекламы_как_системно_привлекать_клиентов_в_2026.txt	2mFMNQrt98U	289	Стратегия-и-тренды	Контекст-и-Яндекс-Директ	ИИ для контекстной рекламы: как системно привлекать клиентов в 2026
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-07-16__Что_кроме_Директа_топ-5_альтернативных_маркетинговых_каналов_в_2025.txt	a-Os2oR17Qg	464	Стратегия-и-тренды	Контекст-и-Яндекс-Директ	Что кроме Директа: топ-5 альтернативных маркетинговых каналов в 2025
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-05-16__Тренды_потребления_и_как_их_использовать.txt	zd2W3KQzKHs		Стратегия-и-тренды	Тренды-и-рынок	Тренды потребления и как их использовать
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-06-10__Один_в_поле_не_воин_как_строить_диджитал-связки_в_2026_выбор_каналов_под_задачу_.txt	dQG8ofOpOAc	4239	Стратегия-и-тренды	Геосервисы-Карты-2ГИС	Один в поле не воин: как строить диджитал-связки в 2026 — выбор каналов под задачу бизнеса и цикл сделки, воронка, GEO/AI-поиск, брендформанс и геосервисы, кейсы вывода нового ЖК и премиум-товаров
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-10__Как_выжать_максимум_из_Яндекс_Директа_в_новых_реалиях_форматы_и_оптимизация.txt	4VzgBPUTnWg	4681	Стратегия-и-тренды	Контекст-и-Яндекс-Директ	Как выжать максимум из Яндекс Директа в новых реалиях: форматы и оптимизация
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-12-17__Рабочие_инструменты_трафика_для_селлеров_VK,_Яндекс_Директ,_Telegram_Ads_и_едино.txt	vDgfPruSPIU	222	Стратегия-и-тренды	Telegram-и-мессенджеры	Рабочие инструменты трафика для селлеров: VK, Яндекс Директ, Telegram Ads и единое окно
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-05-15__Как_теряется_бюджет_ещё_до_запуска_рекламы_ошибки_целеполагания,_экономики_и_под.txt	7xCF6blkPT4	182	Стратегия-и-тренды	Стратегия-и-медиапланирование	Как теряется бюджет ещё до запуска рекламы: ошибки целеполагания, экономики и подхода, роль медиаплана и готовности сайта и отдела продаж
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-08-26__Подготовка_рекламы_к_календарным_праздникам_и_инфоповодам.txt	TpQobHSKh9c	3185	Стратегия-и-тренды	Стратегия-и-медиапланирование	Подготовка рекламы к календарным праздникам и инфоповодам
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-05-25__Контекстная_реклама_в_турбулентном_2026_стратегии_и_Яндекс_Директ.txt	D5L2zfPmss0	335	Стратегия-и-тренды	Контекст-и-Яндекс-Директ	Контекстная реклама в турбулентном 2026: стратегии и Яндекс Директ
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2025-06-05__Вне_контекста_SMS_как_новый_канал_для_продвижения_бизнеса.txt	R-37vWm-e0M	478	Стратегия-и-тренды	Email-CRM-и-рассылки	Вне контекста: SMS как новый канал для продвижения бизнеса
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-07-14__Внешний_трафик_в_Макс_кривая_принятия_площадки,_бесплатные_и_платные_источники,_.txt	9vRws4Vb4T4	3852	Стратегия-и-тренды	Telegram-и-мессенджеры	Внешний трафик в Макс: кривая принятия площадки, бесплатные и платные источники, органика и кросс-промо, перелив аудитории из ВК и Telegram, выбор сервисов аналитики и стоимость подписчика через VK Рекламу
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-02-05__Digital-экраны_как_вход_в_интернет-воронку_кейс_и_связка_с_ретаргетингом.txt	oKmyco1cTfs	2087	Стратегия-и-тренды	Наружка-и-DOOH	Digital-экраны как вход в интернет-воронку: кейс и связка с ретаргетингом
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-02-05__Автоматизация_DOOH_и_программатик_как_защита_рекламного_бюджета.txt	oKmyco1cTfs	3603	Стратегия-и-тренды	Наружка-и-DOOH	Автоматизация DOOH и программатик как защита рекламного бюджета
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-07-10__Как_выделиться_на_рынке,_где_большому_заказчику_все_на_одно_лицо.txt	PJK7V-OmOUk	278	Стратегия-и-тренды	Стратегия-и-медиапланирование	Как выделиться на рынке, где большому заказчику «все на одно лицо»
/Users/n.scherbakov/vitamin-speaker-talks/work/../transcripts/Стратегия-и-тренды/2026-03-05__Ингредиентный_брендинг_как_производителю_комплектующих_стать_ценным_активом_для_.txt	KzlRTHbxlUk	6023	Стратегия-и-тренды	Производство-и-стройматериалы	Ингредиентный брендинг: как производителю комплектующих стать ценным активом для клиента и выйти из тени
